Date,Age,Account,MovementType,Amount,BalanceAfter,Remarks
2056-05-01,100001759,81,RA,Contribution,74.00,34345.56,"Monthly allocation"
2056-05-01,100001760,81,RA,Payout,930.00,33415.56,"Monthly payout from RA"
2056-05-01,100001761,81,Excess,Payout In,930.00,166470.00,"Monthly payout credited to excess"
2056-06-01,100001762,81,OA,Contribution,74.00,965656.95,"Monthly allocation"
2056-06-01,100001763,81,MA,Contribution,777.00,751684.66,"Monthly allocation"
2056-06-01,100001764,81,RA,Contribution,74.00,33489.56,"Monthly allocation"
2056-06-01,100001765,81,RA,Payout,930.00,32559.56,"Monthly payout from RA"
2056-06-01,100001766,81,Excess,Payout In,930.00,167400.00,"Monthly payout credited to excess"
2056-07-01,100001767,82,OA,Contribution,74.00,965730.95,"Monthly allocation"
2056-07-01,100001768,82,MA,Contribution,777.00,752461.66,"Monthly allocation"
2056-07-01,100001769,82,RA,Contribution,74.00,32633.56,"Monthly allocation"
2056-07-01,100001770,82,RA,Payout,930.00,31703.56,"Monthly payout from RA"
2056-07-01,100001771,82,Excess,Payout In,930.00,168330.00,"Monthly payout credited to excess"
2056-08-01,100001772,82,OA,Contribution,74.00,965804.95,"Monthly allocation"
2056-08-01,100001773,82,MA,Contribution,777.00,753238.66,"Monthly allocation"
2056-08-01,100001774,82,RA,Contribution,74.00,31777.56,"Monthly allocation"
2056-08-01,100001775,82,RA,Payout,930.00,30847.56,"Monthly payout from RA"
2056-08-01,100001776,82,Excess,Payout In,930.00,169260.00,"Monthly payout credited to excess"
2056-09-01,100001777,82,OA,Contribution,74.00,965878.95,"Monthly allocation"
2056-09-01,100001778,82,MA,Contribution,777.00,754015.66,"Monthly allocation"
2056-09-01,100001779,82,RA,Contribution,74.00,30921.56,"Monthly allocation"
2056-09-01,100001780,82,RA,Payout,930.00,29991.56,"Monthly payout from RA"
2056-09-01,100001781,82,Excess,Payout In,930.00,170190.00,"Monthly payout credited to excess"
2056-10-01,100001782,82,OA,Contribution,74.00,965952.95,"Monthly allocation"
2056-10-01,100001783,82,MA,Contribution,777.00,754792.66,"Monthly allocation"
2056-10-01,100001784,82,RA,Contribution,74.00,30065.56,"Monthly allocation"
2056-10-01,100001785,82,RA,Payout,930.00,29135.56,"Monthly payout from RA"
2056-10-01,100001786,82,Excess,Payout In,930.00,171120.00,"Monthly payout credited to excess"
2056-11-01,100001787,82,OA,Contribution,74.00,966026.95,"Monthly allocation"
2056-11-01,100001788,82,MA,Contribution,777.00,755569.66,"Monthly allocation"
2056-11-01,100001789,82,RA,Contribution,74.00,29209.56,"Monthly allocation"
2056-11-01,100001790,82,RA,Payout,930.00,28279.56,"Monthly payout from RA"
2056-11-01,100001791,82,Excess,Payout In,930.00,172050.00,"Monthly payout credited to excess"
2056-12-01,100001792,82,OA,Contribution,74.00,966100.95,"Monthly allocation"
2056-12-01,100001793,82,MA,Contribution,777.00,756346.66,"Monthly allocation"
2056-12-01,100001794,82,RA,Contribution,74.00,28353.56,"Monthly allocation"
2056-12-01,100001795,82,OA,Interest,38644.04,1004744.98,"Annual base interest"
2056-12-01,100001796,82,MA,Interest,30253.87,786600.53,"Annual base interest"
2056-12-01,100001797,82,RA,Interest,1134.14,29487.70,"Annual base + extra interest"
2056-12-01,100001798,82,RA,Extra Interest,900.00,30387.70,"Annual base + extra interest"
2056-12-01,100001799,82,RA,Payout,930.00,29457.70,"Monthly payout from RA"
2056-12-01,100001800,82,Excess,Payout In,930.00,172980.00,"Monthly payout credited to excess"
2057-01-01,100001801,82,OA,Contribution,74.00,1004818.98,"Monthly allocation"
2057-01-01,100001802,82,MA,Contribution,777.00,787377.53,"Monthly allocation"
2057-01-01,100001803,82,RA,Contribution,74.00,29531.70,"Monthly allocation"
2057-01-01,100001804,82,RA,Payout,930.00,28601.70,"Monthly payout from RA"
2057-01-01,100001805,82,Excess,Payout In,930.00,173910.00,"Monthly payout credited to excess"
2057-02-01,100001806,82,OA,Contribution,74.00,1004892.98,"Monthly allocation"
2057-02-01,100001807,82,MA,Contribution,777.00,788154.53,"Monthly allocation"
2057-02-01,100001808,82,RA,Contribution,74.00,28675.70,"Monthly allocation"
2057-02-01,100001809,82,RA,Payout,930.00,27745.70,"Monthly payout from RA"
2057-02-01,100001810,82,Excess,Payout In,930.00,174840.00,"Monthly payout credited to excess"
2057-03-01,100001811,82,OA,Contribution,74.00,1004966.98,"Monthly allocation"
2057-03-01,100001812,82,MA,Contribution,777.00,788931.53,"Monthly allocation"
2057-03-01,100001813,82,RA,Contribution,74.00,27819.70,"Monthly allocation"
2057-03-01,100001814,82,RA,Payout,930.00,26889.70,"Monthly payout from RA"
2057-03-01,100001815,82,Excess,Payout In,930.00,175770.00,"Monthly payout credited to excess"
2057-04-01,100001816,82,OA,Contribution,74.00,1005040.98,"Monthly allocation"
2057-04-01,100001817,82,MA,Contribution,777.00,789708.53,"Monthly allocation"
2057-04-01,100001818,82,RA,Contribution,74.00,26963.70,"Monthly allocation"
2057-04-01,100001819,82,RA,Payout,930.00,26033.70,"Monthly payout from RA"
2057-04-01,100001820,82,Excess,Payout In,930.00,176700.00,"Monthly payout credited to excess"
2057-05-01,100001821,82,OA,Contribution,74.00,1005114.98,"Monthly allocation"
2057-05-01,100001822,82,MA,Contribution,777.00,790485.53,"Monthly allocation"
2057-05-01,100001823,82,RA,Contribution,74.00,26107.70,"Monthly allocation"
2057-05-01,100001824,82,RA,Payout,930.00,25177.70,"Monthly payout from RA"
2057-05-01,100001825,82,Excess,Payout In,930.00,177630.00,"Monthly payout credited to excess"
2057-06-01,100001826,82,OA,Contribution,74.00,1005188.98,"Monthly allocation"
2057-06-01,100001827,82,MA,Contribution,777.00,791262.53,"Monthly allocation"
2057-06-01,100001828,82,RA,Contribution,74.00,25251.70,"Monthly allocation"
2057-06-01,100001829,82,RA,Payout,930.00,24321.70,"Monthly payout from RA"
2057-06-01,100001830,82,Excess,Payout In,930.00,178560.00,"Monthly payout credited to excess"
2057-07-01,100001831,83,OA,Contribution,74.00,1005262.98,"Monthly allocation"
2057-07-01,100001832,83,MA,Contribution,777.00,792039.53,"Monthly allocation"
2057-07-01,100001833,83,RA,Contribution,74.00,24395.70,"Monthly allocation"
2057-07-01,100001834,83,RA,Payout,930.00,23465.70,"Monthly payout from RA"
2057-07-01,100001835,83,Excess,Payout In,930.00,179490.00,"Monthly payout credited to excess"
2057-08-01,100001836,83,OA,Contribution,74.00,1005336.98,"Monthly allocation"
2057-08-01,100001837,83,MA,Contribution,777.00,792816.53,"Monthly allocation"
2057-08-01,100001838,83,RA,Contribution,74.00,23539.70,"Monthly allocation"
2057-08-01,100001839,83,RA,Payout,930.00,22609.70,"Monthly payout from RA"
2057-08-01,100001840,83,Excess,Payout In,930.00,180420.00,"Monthly payout credited to excess"
2057-09-01,100001841,83,OA,Contribution,74.00,1005410.98,"Monthly allocation"
2057-09-01,100001842,83,MA,Contribution,777.00,793593.53,"Monthly allocation"
2057-09-01,100001843,83,RA,Contribution,74.00,22683.70,"Monthly allocation"
2057-09-01,100001844,83,RA,Payout,930.00,21753.70,"Monthly payout from RA"
2057-09-01,100001845,83,Excess,Payout In,930.00,181350.00,"Monthly payout credited to excess"
2057-10-01,100001846,83,OA,Contribution,74.00,1005484.98,"Monthly allocation"
2057-10-01,100001847,83,MA,Contribution,777.00,794370.53,"Monthly allocation"
2057-10-01,100001848,83,RA,Contribution,74.00,21827.70,"Monthly allocation"
2057-10-01,100001849,83,RA,Payout,930.00,20897.70,"Monthly payout from RA"
2057-10-01,100001850,83,Excess,Payout In,930.00,182280.00,"Monthly payout credited to excess"
2057-11-01,100001851,83,OA,Contribution,74.00,1005558.98,"Monthly allocation"
2057-11-01,100001852,83,MA,Contribution,777.00,795147.53,"Monthly allocation"
2057-11-01,100001853,83,RA,Contribution,74.00,20971.70,"Monthly allocation"
2057-11-01,100001854,83,RA,Payout,930.00,20041.70,"Monthly payout from RA"
2057-11-01,100001855,83,Excess,Payout In,930.00,183210.00,"Monthly payout credited to excess"
2057-12-01,100001856,83,OA,Contribution,74.00,1005632.98,"Monthly allocation"
2057-12-01,100001857,83,MA,Contribution,777.00,795924.53,"Monthly allocation"
2057-12-01,100001858,83,RA,Contribution,74.00,20115.70,"Monthly allocation"
2057-12-01,100001859,83,OA,Interest,40225.32,1045858.30,"Annual base interest"
2057-12-01,100001860,83,MA,Interest,31836.98,827761.51,"Annual base interest"
2057-12-01,100001861,83,RA,Interest,804.63,20920.33,"Annual base + extra interest"
2057-12-01,100001862,83,RA,Extra Interest,900.00,21820.33,"Annual base + extra interest"
2057-12-01,100001863,83,RA,Payout,930.00,20890.33,"Monthly payout from RA"
2057-12-01,100001864,83,Excess,Payout In,930.00,184140.00,"Monthly payout credited to excess"
2058-01-01,100001865,83,OA,Contribution,74.00,1045932.30,"Monthly allocation"
2058-01-01,100001866,83,MA,Contribution,777.00,828538.51,"Monthly allocation"
2058-01-01,100001867,83,RA,Contribution,74.00,20964.33,"Monthly allocation"
2058-01-01,100001868,83,RA,Payout,930.00,20034.33,"Monthly payout from RA"
2058-01-01,100001869,83,Excess,Payout In,930.00,185070.00,"Monthly payout credited to excess"
2058-02-01,100001870,83,OA,Contribution,74.00,1046006.30,"Monthly allocation"
2058-02-01,100001871,83,MA,Contribution,777.00,829315.51,"Monthly allocation"
2058-02-01,100001872,83,RA,Contribution,74.00,20108.33,"Monthly allocation"
2058-02-01,100001873,83,RA,Payout,930.00,19178.33,"Monthly payout from RA"
2058-02-01,100001874,83,Excess,Payout In,930.00,186000.00,"Monthly payout credited to excess"
2058-03-01,100001875,83,OA,Contribution,74.00,1046080.30,"Monthly allocation"
2058-03-01,100001876,83,MA,Contribution,777.00,830092.51,"Monthly allocation"
2058-03-01,100001877,83,RA,Contribution,74.00,19252.33,"Monthly allocation"
2058-03-01,100001878,83,RA,Payout,930.00,18322.33,"Monthly payout from RA"
2058-03-01,100001879,83,Excess,Payout In,930.00,186930.00,"Monthly payout credited to excess"
2058-04-01,100001880,83,OA,Contribution,74.00,1046154.30,"Monthly allocation"
2058-04-01,100001881,83,MA,Contribution,777.00,830869.51,"Monthly allocation"
2058-04-01,100001882,83,RA,Contribution,74.00,18396.33,"Monthly allocation"
2058-04-01,100001883,83,RA,Payout,930.00,17466.33,"Monthly payout from RA"
2058-04-01,100001884,83,Excess,Payout In,930.00,187860.00,"Monthly payout credited to excess"
2058-05-01,100001885,83,OA,Contribution,74.00,1046228.30,"Monthly allocation"
2058-05-01,100001886,83,MA,Contribution,777.00,831646.51,"Monthly allocation"
2058-05-01,100001887,83,RA,Contribution,74.00,17540.33,"Monthly allocation"
2058-05-01,100001888,83,RA,Payout,930.00,16610.33,"Monthly payout from RA"
2058-05-01,100001889,83,Excess,Payout In,930.00,188790.00,"Monthly payout credited to excess"
2058-06-01,100001890,83,OA,Contribution,74.00,1046302.30,"Monthly allocation"
2058-06-01,100001891,83,MA,Contribution,777.00,832423.51,"Monthly allocation"
2058-06-01,100001892,83,RA,Contribution,74.00,16684.33,"Monthly allocation"
2058-06-01,100001893,83,RA,Payout,930.00,15754.33,"Monthly payout from RA"
2058-06-01,100001894,83,Excess,Payout In,930.00,189720.00,"Monthly payout credited to excess"
2058-07-01,100001895,84,OA,Contribution,74.00,1046376.30,"Monthly allocation"
2058-07-01,100001896,84,MA,Contribution,777.00,833200.51,"Monthly allocation"
2058-07-01,100001897,84,RA,Contribution,74.00,15828.33,"Monthly allocation"
2058-07-01,100001898,84,RA,Payout,930.00,14898.33,"Monthly payout from RA"
2058-07-01,100001899,84,Excess,Payout In,930.00,190650.00,"Monthly payout credited to excess"
2058-08-01,100001900,84,OA,Contribution,74.00,1046450.30,"Monthly allocation"
2058-08-01,100001901,84,MA,Contribution,777.00,833977.51,"Monthly allocation"
2058-08-01,100001902,84,RA,Contribution,74.00,14972.33,"Monthly allocation"
2058-08-01,100001903,84,RA,Payout,930.00,14042.33,"Monthly payout from RA"
2058-08-01,100001904,84,Excess,Payout In,930.00,191580.00,"Monthly payout credited to excess"
2058-09-01,100001905,84,OA,Contribution,74.00,1046524.30,"Monthly allocation"
2058-09-01,100001906,84,MA,Contribution,777.00,834754.51,"Monthly allocation"
2058-09-01,100001907,84,RA,Contribution,74.00,14116.33,"Monthly allocation"
2058-09-01,100001908,84,RA,Payout,930.00,13186.33,"Monthly payout from RA"
2058-09-01,100001909,84,Excess,Payout In,930.00,192510.00,"Monthly payout credited to excess"
2058-10-01,100001910,84,OA,Contribution,74.00,1046598.30,"Monthly allocation"
2058-10-01,100001911,84,MA,Contribution,777.00,835531.51,"Monthly allocation"
2058-10-01,100001912,84,RA,Contribution,74.00,13260.33,"Monthly allocation"
2058-10-01,100001913,84,RA,Payout,930.00,12330.33,"Monthly payout from RA"
2058-10-01,100001914,84,Excess,Payout In,930.00,193440.00,"Monthly payout credited to excess"
2058-11-01,100001915,84,OA,Contribution,74.00,1046672.30,"Monthly allocation"
2058-11-01,100001916,84,MA,Contribution,777.00,836308.51,"Monthly allocation"
2058-11-01,100001917,84,RA,Contribution,74.00,12404.33,"Monthly allocation"
2058-11-01,100001918,84,RA,Payout,930.00,11474.33,"Monthly payout from RA"
2058-11-01,100001919,84,Excess,Payout In,930.00,194370.00,"Monthly payout credited to excess"
2058-12-01,100001920,84,OA,Contribution,74.00,1046746.30,"Monthly allocation"
2058-12-01,100001921,84,MA,Contribution,777.00,837085.51,"Monthly allocation"
2058-12-01,100001922,84,RA,Contribution,74.00,11548.33,"Monthly allocation"
2058-12-01,100001923,84,OA,Interest,41869.85,1088616.16,"Annual base interest"
2058-12-01,100001924,84,MA,Interest,33483.42,870568.93,"Annual base interest"
2058-12-01,100001925,84,RA,Interest,461.93,12010.26,"Annual base + extra interest"
2058-12-01,100001926,84,RA,Extra Interest,900.00,12910.26,"Annual base + extra interest"
2058-12-01,100001927,84,RA,Payout,930.00,11980.26,"Monthly payout from RA"
2058-12-01,100001928,84,Excess,Payout In,930.00,195300.00,"Monthly payout credited to excess"
2059-01-01,100001929,84,OA,Contribution,74.00,1088690.16,"Monthly allocation"
2059-01-01,100001930,84,MA,Contribution,777.00,871345.93,"Monthly allocation"
2059-01-01,100001931,84,RA,Contribution,74.00,12054.26,"Monthly allocation"
2059-01-01,100001932,84,RA,Payout,930.00,11124.26,"Monthly payout from RA"
2059-01-01,100001933,84,Excess,Payout In,930.00,196230.00,"Monthly payout credited to excess"
2059-02-01,100001934,84,OA,Contribution,74.00,1088764.16,"Monthly allocation"
2059-02-01,100001935,84,MA,Contribution,777.00,872122.93,"Monthly allocation"
2059-02-01,100001936,84,RA,Contribution,74.00,11198.26,"Monthly allocation"
2059-02-01,100001937,84,RA,Payout,930.00,10268.26,"Monthly payout from RA"
2059-02-01,100001938,84,Excess,Payout In,930.00,197160.00,"Monthly payout credited to excess"
2059-03-01,100001939,84,OA,Contribution,74.00,1088838.16,"Monthly allocation"
2059-03-01,100001940,84,MA,Contribution,777.00,872899.93,"Monthly allocation"
2059-03-01,100001941,84,RA,Contribution,74.00,10342.26,"Monthly allocation"
2059-03-01,100001942,84,RA,Payout,930.00,9412.26,"Monthly payout from RA"
2059-03-01,100001943,84,Excess,Payout In,930.00,198090.00,"Monthly payout credited to excess"
2059-04-01,100001944,84,OA,Contribution,74.00,1088912.16,"Monthly allocation"
2059-04-01,100001945,84,MA,Contribution,777.00,873676.93,"Monthly allocation"
2059-04-01,100001946,84,RA,Contribution,74.00,9486.26,"Monthly allocation"
2059-04-01,100001947,84,RA,Payout,930.00,8556.26,"Monthly payout from RA"
2059-04-01,100001948,84,Excess,Payout In,930.00,199020.00,"Monthly payout credited to excess"
2059-05-01,100001949,84,OA,Contribution,74.00,1088986.16,"Monthly allocation"
2059-05-01,100001950,84,MA,Contribution,777.00,874453.93,"Monthly allocation"
2059-05-01,100001951,84,RA,Contribution,74.00,8630.26,"Monthly allocation"
2059-05-01,100001952,84,RA,Payout,930.00,7700.26,"Monthly payout from RA"
2059-05-01,100001953,84,Excess,Payout In,930.00,199950.00,"Monthly payout credited to excess"
2059-06-01,100001954,84,OA,Contribution,74.00,1089060.16,"Monthly allocation"
2059-06-01,100001955,84,MA,Contribution,777.00,875230.93,"Monthly allocation"
2059-06-01,100001956,84,RA,Contribution,74.00,7774.26,"Monthly allocation"
2059-06-01,100001957,84,RA,Payout,930.00,6844.26,"Monthly payout from RA"
2059-06-01,100001958,84,Excess,Payout In,930.00,200880.00,"Monthly payout credited to excess"
2059-07-01,100001959,85,OA,Contribution,74.00,1089134.16,"Monthly allocation"
2059-07-01,100001960,85,MA,Contribution,777.00,876007.93,"Monthly allocation"
2059-07-01,100001961,85,RA,Contribution,74.00,6918.26,"Monthly allocation"
2059-07-01,100001962,85,RA,Payout,930.00,5988.26,"Monthly payout from RA"
2059-07-01,100001963,85,Excess,Payout In,930.00,201810.00,"Monthly payout credited to excess"
2059-08-01,100001964,85,OA,Contribution,74.00,1089208.16,"Monthly allocation"
2059-08-01,100001965,85,MA,Contribution,777.00,876784.93,"Monthly allocation"
2059-08-01,100001966,85,RA,Contribution,74.00,6062.26,"Monthly allocation"
2059-08-01,100001967,85,RA,Payout,930.00,5132.26,"Monthly payout from RA"
2059-08-01,100001968,85,Excess,Payout In,930.00,202740.00,"Monthly payout credited to excess"
2059-09-01,100001969,85,OA,Contribution,74.00,1089282.16,"Monthly allocation"
2059-09-01,100001970,85,MA,Contribution,777.00,877561.93,"Monthly allocation"
2059-09-01,100001971,85,RA,Contribution,74.00,5206.26,"Monthly allocation"
2059-09-01,100001972,85,RA,Payout,930.00,4276.26,"Monthly payout from RA"
2059-09-01,100001973,85,Excess,Payout In,930.00,203670.00,"Monthly payout credited to excess"
2059-10-01,100001974,85,OA,Contribution,74.00,1089356.16,"Monthly allocation"
2059-10-01,100001975,85,MA,Contribution,777.00,878338.93,"Monthly allocation"
2059-10-01,100001976,85,RA,Contribution,74.00,4350.26,"Monthly allocation"
2059-10-01,100001977,85,RA,Payout,930.00,3420.26,"Monthly payout from RA"
2059-10-01,100001978,85,Excess,Payout In,930.00,204600.00,"Monthly payout credited to excess"
2059-11-01,100001979,85,OA,Contribution,74.00,1089430.16,"Monthly allocation"
2059-11-01,100001980,85,MA,Contribution,777.00,879115.93,"Monthly allocation"
2059-11-01,100001981,85,RA,Contribution,74.00,3494.26,"Monthly allocation"
2059-11-01,100001982,85,RA,Payout,930.00,2564.26,"Monthly payout from RA"
2059-11-01,100001983,85,Excess,Payout In,930.00,205530.00,"Monthly payout credited to excess"
2059-12-01,100001984,85,OA,Contribution,74.00,1089504.16,"Monthly allocation"
2059-12-01,100001985,85,MA,Contribution,777.00,879892.93,"Monthly allocation"
2059-12-01,100001986,85,RA,Contribution,74.00,2638.26,"Monthly allocation"
2059-12-01,100001987,85,OA,Interest,43580.17,1133084.32,"Annual base interest"
2059-12-01,100001988,85,MA,Interest,35195.72,915088.64,"Annual base interest"
2059-12-01,100001989,85,RA,Interest,105.53,2743.79,"Annual base + extra interest"
2059-12-01,100001990,85,RA,Extra Interest,900.00,3643.79,"Annual base + extra interest"
2059-12-01,100001991,85,RA,Payout,930.00,2713.79,"Monthly payout from RA"
2059-12-01,100001992,85,Excess,Payout In,930.00,206460.00,"Monthly payout credited to excess"
2060-01-01,100001993,85,OA,Contribution,74.00,1133158.32,"Monthly allocation"
2060-01-01,100001994,85,MA,Contribution,777.00,915865.64,"Monthly allocation"
2060-01-01,100001995,85,RA,Contribution,74.00,2787.79,"Monthly allocation"
2060-01-01,100001996,85,RA,Payout,930.00,1857.79,"Monthly payout from RA"
2060-01-01,100001997,85,Excess,Payout In,930.00,207390.00,"Monthly payout credited to excess"
2060-02-01,100001998,85,OA,Contribution,74.00,1133232.32,"Monthly allocation"
2060-02-01,100001999,85,MA,Contribution,777.00,916642.64,"Monthly allocation"
2060-02-01,100002000,85,RA,Contribution,74.00,1931.79,"Monthly allocation"
2060-02-01,100002001,85,RA,Payout,930.00,1001.79,"Monthly payout from RA"
2060-02-01,100002002,85,Excess,Payout In,930.00,208320.00,"Monthly payout credited to excess"
2060-03-01,100002003,85,OA,Contribution,74.00,1133306.32,"Monthly allocation"
2060-03-01,100002004,85,MA,Contribution,777.00,917419.64,"Monthly allocation"
2060-03-01,100002005,85,RA,Contribution,74.00,1075.79,"Monthly allocation"
2060-03-01,100002006,85,RA,Payout,930.00,145.79,"Monthly payout from RA"
2060-03-01,100002007,85,Excess,Payout In,930.00,209250.00,"Monthly payout credited to excess"
2060-04-01,100002008,85,OA,Contribution,74.00,1133380.32,"Monthly allocation"
2060-04-01,100002009,85,MA,Contribution,777.00,918196.64,"Monthly allocation"
2060-04-01,100002010,85,RA,Contribution,74.00,219.79,"Monthly allocation"
2060-04-01,100002011,85,RA,Payout,219.79,0.00,"Partial payout from RA"
2060-04-01,100002012,85,Excess,Payout In,219.79,209469.79,"Partial payout credited to excess"
2060-05-01,100002013,85,OA,Contribution,74.00,1133454.32,"Monthly allocation"
2060-05-01,100002014,85,MA,Contribution,777.00,918973.64,"Monthly allocation"
2060-05-01,100002015,85,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-05-01,100002016,85,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-05-01,100002017,85,Excess,Payout In,74.00,209543.79,"Partial payout credited to excess"
2060-06-01,100002018,85,OA,Contribution,74.00,1133528.32,"Monthly allocation"
2060-06-01,100002019,85,MA,Contribution,777.00,919750.64,"Monthly allocation"
2060-06-01,100002020,85,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-06-01,100002021,85,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-06-01,100002022,85,Excess,Payout In,74.00,209617.79,"Partial payout credited to excess"
2060-07-01,100002023,86,OA,Contribution,74.00,1133602.32,"Monthly allocation"
2060-07-01,100002024,86,MA,Contribution,777.00,920527.64,"Monthly allocation"
2060-07-01,100002025,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-07-01,100002026,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-07-01,100002027,86,Excess,Payout In,74.00,209691.79,"Partial payout credited to excess"
2060-08-01,100002028,86,OA,Contribution,74.00,1133676.32,"Monthly allocation"
2060-08-01,100002029,86,MA,Contribution,777.00,921304.64,"Monthly allocation"
2060-08-01,100002030,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-08-01,100002031,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-08-01,100002032,86,Excess,Payout In,74.00,209765.79,"Partial payout credited to excess"
2060-09-01,100002033,86,OA,Contribution,74.00,1133750.32,"Monthly allocation"
2060-09-01,100002034,86,MA,Contribution,777.00,922081.64,"Monthly allocation"
2060-09-01,100002035,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-09-01,100002036,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-09-01,100002037,86,Excess,Payout In,74.00,209839.79,"Partial payout credited to excess"
2060-10-01,100002038,86,OA,Contribution,74.00,1133824.32,"Monthly allocation"
2060-10-01,100002039,86,MA,Contribution,777.00,922858.64,"Monthly allocation"
2060-10-01,100002040,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-10-01,100002041,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-10-01,100002042,86,Excess,Payout In,74.00,209913.79,"Partial payout credited to excess"
2060-11-01,100002043,86,OA,Contribution,74.00,1133898.32,"Monthly allocation"
2060-11-01,100002044,86,MA,Contribution,777.00,923635.64,"Monthly allocation"
2060-11-01,100002045,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-11-01,100002046,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2060-11-01,100002047,86,Excess,Payout In,74.00,209987.79,"Partial payout credited to excess"
2060-12-01,100002048,86,OA,Contribution,74.00,1133972.32,"Monthly allocation"
2060-12-01,100002049,86,MA,Contribution,777.00,924412.64,"Monthly allocation"
2060-12-01,100002050,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2060-12-01,100002051,86,OA,Interest,45358.89,1179331.21,"Annual base interest"
2060-12-01,100002052,86,MA,Interest,36976.51,961389.15,"Annual base interest"
2060-12-01,100002053,86,RA,Interest,2.96,76.96,"Annual base + extra interest"
2060-12-01,100002054,86,RA,Extra Interest,900.00,976.96,"Annual base + extra interest"
2060-12-01,100002055,86,RA,Payout,930.00,46.96,"Monthly payout from RA"
2060-12-01,100002056,86,Excess,Payout In,930.00,210917.79,"Monthly payout credited to excess"
2061-01-01,100002057,86,OA,Contribution,74.00,1179405.21,"Monthly allocation"
2061-01-01,100002058,86,MA,Contribution,777.00,962166.15,"Monthly allocation"
2061-01-01,100002059,86,RA,Contribution,74.00,120.96,"Monthly allocation"
2061-01-01,100002060,86,RA,Payout,120.96,0.00,"Partial payout from RA"
2061-01-01,100002061,86,Excess,Payout In,120.96,211038.75,"Partial payout credited to excess"
2061-02-01,100002062,86,OA,Contribution,74.00,1179479.21,"Monthly allocation"
2061-02-01,100002063,86,MA,Contribution,777.00,962943.15,"Monthly allocation"
2061-02-01,100002064,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-02-01,100002065,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-02-01,100002066,86,Excess,Payout In,74.00,211112.75,"Partial payout credited to excess"
2061-03-01,100002067,86,OA,Contribution,74.00,1179553.21,"Monthly allocation"
2061-03-01,100002068,86,MA,Contribution,777.00,963720.15,"Monthly allocation"
2061-03-01,100002069,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-03-01,100002070,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-03-01,100002071,86,Excess,Payout In,74.00,211186.75,"Partial payout credited to excess"
2061-04-01,100002072,86,OA,Contribution,74.00,1179627.21,"Monthly allocation"
2061-04-01,100002073,86,MA,Contribution,777.00,964497.15,"Monthly allocation"
2061-04-01,100002074,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-04-01,100002075,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-04-01,100002076,86,Excess,Payout In,74.00,211260.75,"Partial payout credited to excess"
2061-05-01,100002077,86,OA,Contribution,74.00,1179701.21,"Monthly allocation"
2061-05-01,100002078,86,MA,Contribution,777.00,965274.15,"Monthly allocation"
2061-05-01,100002079,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-05-01,100002080,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-05-01,100002081,86,Excess,Payout In,74.00,211334.75,"Partial payout credited to excess"
2061-06-01,100002082,86,OA,Contribution,74.00,1179775.21,"Monthly allocation"
2061-06-01,100002083,86,MA,Contribution,777.00,966051.15,"Monthly allocation"
2061-06-01,100002084,86,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-06-01,100002085,86,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-06-01,100002086,86,Excess,Payout In,74.00,211408.75,"Partial payout credited to excess"
2061-07-01,100002087,87,OA,Contribution,74.00,1179849.21,"Monthly allocation"
2061-07-01,100002088,87,MA,Contribution,777.00,966828.15,"Monthly allocation"
2061-07-01,100002089,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-07-01,100002090,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-07-01,100002091,87,Excess,Payout In,74.00,211482.75,"Partial payout credited to excess"
2061-08-01,100002092,87,OA,Contribution,74.00,1179923.21,"Monthly allocation"
2061-08-01,100002093,87,MA,Contribution,777.00,967605.15,"Monthly allocation"
2061-08-01,100002094,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-08-01,100002095,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-08-01,100002096,87,Excess,Payout In,74.00,211556.75,"Partial payout credited to excess"
2061-09-01,100002097,87,OA,Contribution,74.00,1179997.21,"Monthly allocation"
